AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,560804,_. ________,Chiang Raeng,5608,_. _____,Mueang Phayao,56,_. _____,Phayao,19.616,100.289
4,670701,_. ______,Kong Thun,6707,_. _______,Nong Phai,67,_. _________,Phetchabun,15.956,101.103
4,660302,_. ________,Phai Tha Pho,6603,_. _______________,Pho Prathap Chang,66,_. ______,Phichit,16.278,100.235
4,311008,_. ________,Khok Sa-At,3110,_. _________,Lam Plai Mat,31,_. _________,Buri Ram,15.154,102.902
4,570507,_. __________,Charoen Mueang,5705,_. ___,Phan,57,_. ________,Chiang Rai,19.616,99.746
4,311702,_. __________,Thung Changhan,3117,_. _________,Non Din Daeng,31,_. _________,Buri Ram,14.566,102.558
4,350403,_. _______,Song Pueai,3504,_. ____________,Kham Khuean Kaeo,35,_. _____,Yasothon,15.647,104.221
4,320709,_. ___,Phai,3207,_. ________,Rattanaburi,32,_. ________,Surin,15.324,103.895
4,570304,_. ________,Bunrueang,5703,_. ________,Chiang Khong,57,_. ________,Chiang Rai,19.989,100.347
4,640303,_. ________,Ban Pom,6403,_. _______,Khiri Mat,64,_. _______,Sukhothai,16.931,99.776
4,480808,_. ________,Phon Sawang,4808,_. _________,Si Songkhram,48,_. ______,Nakhon Phanom,17.542,104.167
4,180206,_. ________,Rai Phatthana,1802,_. _______,Manorom,18,_. ______,Chai Nat,15.333,100.225
4,760207,_. _________,Nong Chumphon,7602,_. _______,Khao Yoi,76,_. ________,Phetchaburi,13.295,99.797
4,860204,_. ________,Na Kratam,8602,_. ______,Tha Sae,86,_. _____,Chumphon,10.606,99.184
4,440705,_. _________,Nong Pho,4407,_. _______,Na Chueak,44,_. _________,Maha Sarakham,15.755,103.130
4,230103,_. _______,Nong Sano,2301,_. _________,Mueang Trat,23,_. ____,Trat,12.184,102.488
4,350813,_. _________,Sang Ming,3508,_. ________,Loeng Nok Tha,35,_. _____,Yasothon,16.095,104.506
4,301102,_. ________,Non Mueang,3011,_. __________,Kham Sakaesaeng,30,_. __________,Nakhon Ratchasima,15.416,102.116
4,240208,_. __________,Bang Krachet,2402,_. _______,Bang Khla,24,_. __________,Chachoengsao,13.852,101.208
4,310901,_. _______,Phutthaisong,3109,_. _______,Phutthaisong,31,_. _________,Buri Ram,15.582,103.014
4,220508,_. ________,Ang Khiri,2205,_. _____,Makham,22,_. ________,Chanthaburi,12.644,102.226
4,660604,_. ______,Tha Bua,6606,_. ______,Pho Thale,66,_. ______,Phichit,16.059,100.326
4,380108,_. ____,,3801,_. ______,Bueng Kan,38,_. ______,Bueng Kan,18.403,103.508
4,502003,_. _____,Saen Hai,5020,_. ________,Wiang Haeng,50,_. _________,Chiang Mai,19.615,98.632
4,300106,_. ___________,Nong Rawiang,3001,_. _______________,Mueang Nakhon Ratchasima,30,_. __________,Nakhon Ratchasima,14.946,102.199
4,160405,_. ________,Muang Khom,1604,_. ________,Chai Badan,16,_. ______,Lop Buri,15.078,101.024
4,301309,_. ___________,Han Huai Sai,3013,_. ______,Prathai,30,_. __________,Nakhon Ratchasima,15.611,102.656
4,471503,_. __________,Dan Muang Kham,4715,_. ____________,Khok Si Suphan,47,_. ______,Sakon Nakhon,17.096,104.320
4,660301,_. _______________,Pho Prathap Chang,6603,_. _______________,Pho Prathap Chang,66,_. ______,Phichit,16.323,100.300
4,440707,_. ________,Nong Mek,4407,_. _______,Na Chueak,44,_. _________,Maha Sarakham,15.786,102.998
4,620502,_. _________,Tha Makhuea,6205,_. ________,Khlong Khlung,62,_. _________,Kamphaeng Phet,16.261,99.752
4,341404,_. ____________,Nong Chang Yai,3414,_. __________,Muang Sam Sip,34,_. ___________,Ubon Ratchathani,15.564,104.827
4,331505,_. ________,Rung Rawi,3315,_. __________,Nam Kliang,33,_. ________,Si Sa Ket,14.876,104.525
4,900313,_. _________,Khlong Pia,9003,_. ____,Chana,90,_. _____,Songkhla,6.952,100.632
4,461503,_. _____________,Kham Sang Thiang,4615,_. ______,Sam Chai,46,_. _________,Kalasin,16.814,103.546
4,940505,_. _________,Lubo Yiri,9405,_. ____,Mayo,94,_. _______,Pattani,6.666,101.417
4,480110,_. ______,Tha Kho,4801,_. ___________,Mueang Nakhon Phanom,48,_. ______,Nakhon Phanom,17.316,104.746
4,330420,_. ____,Khanun,3304,_. __________,Kantharalak,33,_. ________,Si Sa Ket,14.602,104.798
4,440618,_. _______,Nong Sim,4406,_. _____,Borabue,44,_. _________,Maha Sarakham,16.012,103.114
4,311505,_. _____,Samrong,3115,_. __________,Phlapphla Chai,31,_. _________,Buri Ram,14.776,103.111
4,342402,_. ________,Lao Daeng,3424,_. ________,Don Mot Daeng,34,_. ___________,Ubon Ratchathani,15.375,105.028
4,320305,_. _______,Mueang Kae,3203,_. ______,Tha Tum,32,_. ________,Surin,15.221,103.670
4,400109,_. ________,Ban Wa,4001,_. ____________,Mueang Khon Kaen,40,_. _______,Khon Kaen,16.384,102.713
4,440701,_. _______,Na Chueak,4407,_. _______,Na Chueak,44,_. _________,Maha Sarakham,15.773,103.047
4,341403,_. _______,Dum Yai,3414,_. __________,Muang Sam Sip,34,_. ___________,Ubon Ratchathani,15.615,104.739
4,361201,_. __________,Chong Sam Mo,3612,_. ________,Kaeng Khro,36,_. _______,Chaiyaphum,16.107,102.236
4,210507,_. _____,Chak Bok,2105,_. ________,Ban Khai,21,_. _____,Rayong,12.783,101.364
4,110201,_. ______,,1102,_. ______,Bang Bo,11,_. ___________,Samut Prakarn,13.611,100.862
4,260408,_. __________,Bang Luk Suea,2604,_. ________,Ongkharak,26,_. _______,Nakhon Nayok,14.054,101.066
4,350608,_. _____,Bueng Kae,3506,_. _________,Maha Chana Chai,35,_. _____,Yasothon,15.511,104.358
4,900903,_. _______,Khu Ha Tai,9009,_. _______,Rattaphum,90,_. _____,Songkhla,7.173,100.263
4,430106,_. _______,Wat That,4301,_. ____________,Mueang Nong Khai,43,_. _______,Nong Khai,17.851,102.826
4,343203,_. _________,Bung Malaeng,3432,_. _____________,Sawang Wirawong,34,_. ___________,Ubon Ratchathani,15.238,105.045
4,330310,_. _____,I Pat,3303,_. __________,Kanthararom,33,_. ________,Si Sa Ket,15.223,104.500
4,720711,_. ________,Si Samran,7207,_. __________,Song Phi Nong,72,_. __________,Suphan Buri,14.217,99.948
4,301002,_. ____,Mai,3010,_. ______,Non Sung,30,_. __________,Nakhon Ratchasima,15.152,102.287
4,361308,_. ______,Dong Klang,3613,_. ______,Khon San,36,_. _______,Chaiyaphum,16.533,101.983
4,540806,_. ________,Thung Khaeo,5408,_. ___________,Nong Muang Khai,54,_. ____,Phrae,18.320,100.120
4,860408,_. _________,Bang Nam Chuet,8604,_. _______,Lang Suan,86,_. _____,Chumphon,10.022,99.142
4,460602,_. ________,Song Plueai,4606,_. _____,Khao Wong,46,_. _________,Kalasin,16.626,104.119
4,400207,_. ______,Khok Ngam,4002,_. _______,Ban Fang,40,_. _______,Khon Kaen,16.582,102.600
4,430210,_. _______,Nong Nang,4302,_. ______,Tha Bo,43,_. _______,Nong Khai,17.713,102.621
4,670312,_. ______,Nam Ko,6703,_. _______,Lom Sak,67,_. _________,Phetchabun,16.794,101.158
4,312301,_. ________,Charoen Suk,3123,_. _______________,Chaloem Phra Kiet,31,_. _________,Buri Ram,14.574,102.865
4,500512,_. _______,Mae Pong,5005,_. _________,Doi Saket,50,_. _________,Chiang Mai,18.847,99.196
4,260406,_. _______,Sai Mun,2604,_. ________,Ongkharak,26,_. _______,Nakhon Nayok,14.123,101.069
4,620706,_. _________,Bueng Thap Raet,6207,_. _________,Lan Krabue,62,_. _________,Kamphaeng Phet,16.689,99.855
4,650609,_. _______,Nong Khaem,6506,_. _________,Phrom Phiram,65,_. ________,Phitsanulok,17.046,100.131
4,350606,_. ____,Muang,3506,_. _________,Maha Chana Chai,35,_. _____,Yasothon,15.473,104.324
4,650409,_. ______,Bo Thong,6504,_. _______,Bang Rakam,65,_. ________,Phitsanulok,16.631,100.134
4,400501,_. _____,Chum Phae,4005,_. _____,Chum Phae,40,_. _______,Khon Kaen,16.526,102.074
4,720406,_. ____,Sali,7204,_. _________,Bang Pla Ma,72,_. __________,Suphan Buri,14.286,100.221
4,220501,_. _____,Makham,2205,_. _____,Makham,22,_. ________,Chanthaburi,12.677,102.187
4,330415,_. ________,Non Samran,3304,_. __________,Kantharalak,33,_. ________,Si Sa Ket,14.534,104.800
4,320501,_. ______,Kang Aen,3205,_. ______,Prasat,32,_. ________,Surin,14.656,103.406
4,320716,_. _______,Thap Yai,3207,_. ________,Rattanaburi,32,_. ________,Surin,15.410,103.890
4,311805,_. _____,Laluat,3118,_. ____,Chamni,31,_. _________,Buri Ram,14.780,102.745
4,341522,_. __________,Mueang Si Khai,3415,_. __________,Warin Chamrap,34,_. ___________,Ubon Ratchathani,15.087,104.904
4,410617,_. _________,Don Hai Sok,4106,_. _______,Nong Saeng,41,_. ________,Udon Thani,17.422,102.993
4,301501,_. _______,Nai Mueang,3015,_. _____,Phimai,30,_. __________,Nakhon Ratchasima,15.206,102.489
4,570704,_. ______,Pa Sang,5707,_. ______,Mae Chan,57,_. ________,Chiang Rai,20.181,99.846
4,200703,_. _________,,2007,_. _______,Si Racha,20,_. ______,Chon Buri,13.097,100.912
4,480311,_. __________,Woen Phrabat,4803,_. ________,Tha Uthen,48,_. ______,Nakhon Phanom,17.509,104.676
4,400103,_. _____,Khok Si,4001,_. ____________,Mueang Khon Kaen,40,_. _______,Khon Kaen,16.481,102.985
4,321006,_. __,Dom,3210,_. _____,Sangkha,32,_. ________,Surin,14.575,103.856
4,412404,_. ______,Khon Sai,4124,_. _______,Ku Kaeo,41,_. ________,Udon Thani,17.158,103.134
4,460305,_. _____,Thanya,4603,_. _______,Kamalasai,46,_. _________,Kalasin,16.259,103.567
4,310425,_. ______,Hua Thanon,3104,_. ______,Nang Rong,31,_. _________,Buri Ram,14.661,102.648
4,320207,_. ______,Sa Khut,3202,_. _________,Chumphon Buri,32,_. ________,Surin,15.440,103.150
4,440802,_. ______,Kam Pu,4408,_. ______________,Phayakkhaphum Phisai,44,_. _________,Maha Sarakham,15.558,103.222
4,411906,_. _____,Na Bua,4119,_. ____,Phen,41,_. ________,Udon Thani,17.551,102.976
4,350407,_. _________,Dong Khaen Yai,3504,_. ____________,Kham Khuean Kaeo,35,_. _____,Yasothon,15.572,104.395
4,411801,_. _____,Na Ngua,4118,_. ______,Nam Som,41,_. ________,Udon Thani,17.741,102.215
4,320109,_. _____,Samrong,3201,_. _____________,Mueang Surin,32,_. ________,Surin,14.802,103.627
4,312302,_. ______,Ta Pek,3123,_. _______________,Chaloem Phra Kiet,31,_. _________,Buri Ram,14.568,102.924
4,801603,_. _______,Sai Khao,8016,_. ______,Hua Sai,80,_. _____________,Nakhon Si Thammarat,8.040,100.226
4,400607,_. _____,Dong Lan,4006,_. ______,Si Chomphu,40,_. _______,Khon Kaen,16.805,102.075
4,550603,_. ____,Pha To,5506,_. ________,Tha Wang Pha,55,_. ____,Nan,19.214,100.774
4,900501,_. ____,Thepha,9005,_. ____,Thepha,90,_. _____,Songkhla,6.820,100.940
4,110303,_. ______,,1103,_. ______,Bang Phli,11,_. ___________,Samut Prakarn,13.561,100.739
4,620403,_. ______,Yang Sung,6204,_. ______________,Khanu Woralaksaburi,62,_. _________,Kamphaeng Phet,16.124,99.857
4,302006,_. _______,Kut Noi,3020,_. ______,Si Khio,30,_. __________,Nakhon Ratchasima,14.931,101.753
4,341113,_. ________,Lai Thung,3411,_. ___________,Trakan Phuet Phon,34,_. ___________,Ubon Ratchathani,15.600,104.968
4,920704,_. ________,Tha Saba,9207,_. ________,Wang Wiset,92,_. ____,Trang,7.690,99.523
4,530109,_. _______,Ngio Ngam,5301,_. ______________,Mueang Uttaradit,53,_. _________,Uttaradit,17.702,100.174
4,312304,_. ____,Thawon,3123,_. _______________,Chaloem Phra Kiet,31,_. _________,Buri Ram,14.518,102.870
4,320505,_. ______,Thung Mon,3205,_. ______,Prasat,32,_. ________,Surin,14.720,103.282
4,401504,_. _________,Takua Pa,4015,_. ___________,Nong Song Hong,40,_. _______,Khon Kaen,15.714,102.824
4,841201,_. _____,,8412,_. _________,Ban Na San,84,_. ____________,Surat Thani,8.812,99.359
4,301505,_. _______,Tha Luang,3015,_. _____,Phimai,30,_. __________,Nakhon Ratchasima,15.282,102.547
4,320701,_. ________,Rattana Buri,3207,_. ________,Rattanaburi,32,_. ________,Surin,15.311,103.843
4,340116,_. ______,Kut Lat,3401,_. ________________,Mueang Ubon Ratchathani,34,_. ___________,Ubon Ratchathani,15.291,105.000
4,331702,_. _________,Huai Ta Mon,3317,_. _______,Phu Sing,33,_. ________,Si Sa Ket,14.525,104.077
4,670317,_. ________,Bung Khla,6703,_. _______,Lom Sak,67,_. _________,Phetchabun,16.629,101.178
4,530107,_. _______,Hat Kruat,5301,_. ______________,Mueang Uttaradit,53,_. _________,Uttaradit,17.562,100.199
4,340413,_. ________,Klang Yai,3404,_. ________,Khueang Nai,34,_. ___________,Ubon Ratchathani,15.515,104.407
4,401501,_. ___________,Nong Song Hong,4015,_. ___________,Nong Song Hong,40,_. _______,Khon Kaen,15.707,102.771
4,311201,_. ____,Pakham,3112,_. ____,Pakham,31,_. _________,Buri Ram,14.454,102.721
4,620405,_. _____,Saen To,6204,_. ______________,Khanu Woralaksaburi,62,_. _________,Kamphaeng Phet,16.051,99.831
4,390115,_. ________,Nong Wa,3901,_. ________________,Mueang Nong Bua Lam Phu,39,_. ___________,Nong Bua Lam Phu,17.147,102.350
4,180109,_. ______,Nang Lue,1801,_. ___________,Mueang Chai Nat,18,_. ______,Chai Nat,15.122,100.082
4,360203,_. ________,Lum Lam Chi,3602,_. _________,Ban Khwao,36,_. _______,Chaiyaphum,15.697,101.932
4,350703,_. _______,Nam Om,3507,_. ______,Kho Wang,35,_. _____,Yasothon,15.397,104.280
4,390201,_. ______,Na Klang,3902,_. ______,Na Klang,39,_. ___________,Nong Bua Lam Phu,17.312,102.214
4,800305,_. _______,Khun Thale,8003,_. ______,Lan Saka,80,_. _____________,Nakhon Si Thammarat,8.344,99.848
4,500204,_. _______,Khuang Pao,5002,_. ______,Chom Thong,50,_. _________,Chiang Mai,18.472,98.726
4,490202,_. _____,Na Kok,4902,_. ___________,Nikhom Kham Soi,49,_. ________,Mukdahan,16.346,104.614
4,800806,_. _______,Sa Kaeo,8008,_. _______,Tha Sala,80,_. _____________,Nakhon Si Thammarat,8.752,99.867
4,350702,_. ________,Kut Nam Sai,3507,_. ______,Kho Wang,35,_. _____,Yasothon,15.415,104.353
4,920307,_. ________,Thung Khai,9203,_. _________,Yan Ta Khao,92,_. ____,Trang,7.474,99.648
4,461601,_. ____,Na Khu,4616,_. ____,Na Khu,46,_. _________,Kalasin,16.808,104.070
4,340204,_. _____,Warin,3402,_. ____________,Si Mueang Mai,34,_. ___________,Ubon Ratchathani,15.415,105.260
4,401002,_. _______,Nai Mueang,4010,_. _______,Ban Phai,40,_. _______,Khon Kaen,16.106,102.767
4,450306,_. ______,Sa Bua,4503,_. _________,Pathum Rat,45,_. ________,Roi Et,15.568,103.371
4,301013,_. ________,Lam Kho Hong,3010,_. ______,Non Sung,30,_. __________,Nakhon Ratchasima,15.252,102.210
4,312202,_. ______,Dong Phlong,3122,_. _____,Khaen Dong,31,_. _________,Buri Ram,15.321,103.172
4,191202,_. ______,Kham Phran,1912,_. _______,Wang Muang,19,_. _______,Saraburi,14.818,101.132
4,501408,_. _______,Nong Han,5014,_. _______,San Sai,50,_. _________,Chiang Mai,18.930,99.014
4,350105,_. ________,Kho Nuea,3501,_. __________,Mueang Yasothon,35,_. _____,Yasothon,15.835,104.044
4,560203,_. __,Lo,5602,_. ___,Mueang Phayao,56,_. _____,Phayao,19.414,100.073
4,361502,_. ______,Ta Noen,3615,_. ________,Noen Sa-nga,36,_. _______,Chaiyaphum,15.527,102.016
4,841501,_. ________,Wiang Sa,8415,_. ________,Wiang Sa,84,_. ____________,Surat Thani,8.649,99.342
4,480112,_. ________,Nong Yat,4801,_. ___________,Mueang Nakhon Phanom,48,_. ______,Nakhon Phanom,17.342,104.732
4,370705,_. _____,Rai Khi,3707,_. ________,Lue Amnat,37,_. __________,Amnat Charoen,15.663,104.780
4,401303,_. ______,Non Thong,4013,_. _______,Waeng Yai,40,_. _______,Khon Kaen,15.904,102.401
4,161002,_. __________,Sap Sombun,1610,_. ______,Lam Sonthi,16,_. ______,Lop Buri,15.193,101.354
4,341919,_. _______,Ban Khaem,3419,_. _____________,Phibun Mangsahan,34,_. ___________,Ubon Ratchathani,15.022,105.250
4,340802,_. __________,Non Sombun,3408,_. ________,Na Chaluai,34,_. ___________,Ubon Ratchathani,14.688,105.201
4,340405,_. ______,Hua Don,3404,_. ________,Khueang Nai,34,_. ___________,Ubon Ratchathani,15.307,104.690
4,570102,_. ________,Rop Wiang,5701,_. _____________,Mueang Chiang Rai,57,_. ________,Chiang Rai,19.898,99.803
4,410103,_. _______,Ban Khao,4101,_. _____________,Mueang Udon Thani,41,_. ________,Udon Thani,17.545,102.775
4,450809,_. ________,Pho Si,4508,_. ________,Pho Chai,45,_. ________,Roi Et,16.344,103.830
4,310611,_. _______,Khok Wan,3106,_. _________,Lahan Sai,31,_. _________,Buri Ram,14.449,102.784
4,420910,_. ______,Pha Bing,4209,_. ________,Wang Saphung,42,_. ___,Loei,17.193,101.773
4,440602,_. _______,Bo Yai,4406,_. _____,Borabue,44,_. _________,Maha Sarakham,16.115,103.176
4,301714,_. ________,Nong Lak,3017,_. ______,Chum Phuang,30,_. __________,Nakhon Ratchasima,15.411,102.732
4,460601,_. ________,Khum Kao,4606,_. _____,Khao Wong,46,_. _________,Kalasin,16.679,104.132
4,200606,_. _______,Mon Nang,2006,_. ________,Phanat Nikhom,20,_. ______,Chon Buri,13.346,101.257
4,910506,_. ______,Laem Son,9105,_. ____,La-ngu,91,_. ____,Satun,6.946,99.713
4,220208,_. _____,Map Phai,2202,_. ____,Khlung,22,_. ________,Chanthaburi,12.598,102.258
4,440407,_. ________,Khewa Yai,4404,_. __________,Kantharawichai,44,_. _________,Maha Sarakham,16.228,103.184
4,420203,_. ________,Tha Sa-At,4202,_. ______,Na Duang,42,_. ___,Loei,17.497,101.917
4,660112,_. _______,,6601,_. ___________,Mueang Phichit,66,_. ______,Phichit,16.295,100.367
4,321101,_. _____,Lamduan,3211,_. _____,Lamduan,32,_. ________,Surin,14.702,103.642
4,770401,_. ___________,Kamnoet Nopphakhun,7704,_. ________,Bang Saphan,77,_. _______________,Prachuap Khiri Khan,11.248,99.516
4,360304,_. ________,Non Sa-At,3603,_. _________,Khon Sawan,36,_. _______,Chaiyaphum,15.816,102.275
4,270203,_. _________,Sap Makrut,2702,_. _______,Khlong Hat,27,_. _______,Sa kaeo,13.519,102.228
4,220109,_. ____,Salaeng,2201,_. _____________,Mueang Chanthaburi,22,_. ________,Chanthaburi,12.694,102.107
4,130604,_. _______,Lam Luk Ka,1306,_. _______,Lam Luk Ka,13,_. ________,Pathum Thani,13.972,100.774
4,440909,_. _____,Nakha,4409,_. ________,Wapi Pathum,44,_. _________,Maha Sarakham,15.836,103.193
4,530807,_. ________,Thung Yang,5308,_. _____,Laplae,53,_. _________,Uttaradit,17.580,100.015
4,510702,_. _______,Huai Yap,5107,_. ______,Ban Thi,51,_. _____,Lamphun,18.679,99.163
4,310104,_. _______,Ban Bua,3101,_. ______________,Mueang Buri Ram,31,_. _________,Buri Ram,14.949,102.997
4,301502,_. ________,Samrit,3015,_. _____,Phimai,30,_. __________,Nakhon Ratchasima,15.216,102.424
4,411711,_. _________,Nong Hua Khu,4117,_. _______,Ban Phue,41,_. ________,Udon Thani,17.574,102.560
4,320103,_. ________,Phia Ram,3201,_. _____________,Mueang Surin,32,_. ________,Surin,15.067,103.471
4,551101,_. _______,Du Phong,5511,_. ________,Santi Suk,55,_. ____,Nan,18.898,100.902
4,400703,_. _______,Nong Kung,4007,_. ______,Nam Phong,40,_. _______,Khon Kaen,16.730,102.897
4,301106,_. __________,Nong Hua Fan,3011,_. __________,Kham Sakaesaeng,30,_. __________,Nakhon Ratchasima,15.433,102.237
4,302402,_. ________,Non Ta Then,3024,_. ______,Non Daeng,30,_. __________,Nakhon Ratchasima,15.435,102.488
4,600205,_. ______,Na Klang,6002,_. _______,Krok Phra,60,_. _________,Nakhon Sawan,15.620,99.981
4,341413,_. ______,Na Loeng,3414,_. __________,Muang Sam Sip,34,_. ___________,Ubon Ratchathani,15.541,104.586
4,311101,_. ____,Satuek,3111,_. ____,Satuek,31,_. _________,Buri Ram,15.263,103.301
4,530105,_. _________,Khung Taphao,5301,_. ______________,Mueang Uttaradit,53,_. _________,Uttaradit,17.641,100.166
4,800711,_. ______,Nang Long,8007,_. _____,Cha-uat,80,_. _____________,Nakhon Si Thammarat,7.901,99.988
4,191304,_. ____,Phu Khae,1913,_. _______________,Chaloem Phra Kiet,19,_. _______,Saraburi,14.656,100.905
4,920114,_. ________,Nong Trut,9201,_. _________,Mueang Trang,92,_. ____,Trang,7.594,99.523
4,401502,_. ______,Khuem Chat,4015,_. ___________,Nong Song Hong,40,_. _______,Khon Kaen,15.818,102.802
4,930701,_. ______,Khao Ya,9307,_. ________,Si Banphot,93,_. ______,Phatthalung,7.746,99.864
4,311302,_. ______,Ban Khu,3113,_. _______,Na Pho,31,_. _________,Buri Ram,15.712,102.933
4,270206,_. ______,Benchakhon,2702,_. _______,Khlong Hat,27,_. _______,Sa kaeo,13.542,102.307
4,450604,_. __________,Nong Thap Thai,4506,_. ______,Phanom Phrai,45,_. ________,Roi Et,15.689,103.984
4,210801,_. _________,Nikhom Phatthana,2108,_. _________,Nikhom Phatthana,21,_. _____,Rayong,12.856,101.177
4,440506,_. ______,Ku Thong,4405,_. ________,Chiang Yuen,44,_. _________,Maha Sarakham,16.426,103.003
4,340408,_. ________,Na Kham Yai,3404,_. ________,Khueang Nai,34,_. ___________,Ubon Ratchathani,15.283,104.566
4,840901,_. _____,Khao Wong,8409,_. _________,Ban Ta Khun,84,_. ____________,Surat Thani,8.923,98.929
4,350306,_. _______,Nong Mi,3503,_. ______,Kut Chum,35,_. _____,Yasothon,16.051,104.296
4,490201,_. ___________,Nikhom Kham Soi,4902,_. ___________,Nikhom Kham Soi,49,_. ________,Mukdahan,16.306,104.582
4,480107,_. _________,At Samat,4801,_. ___________,Mueang Nakhon Phanom,48,_. ______,Nakhon Phanom,17.461,104.725
4,480207,_. ________,Na Makhuea,4802,_. ______,Pla Pak,48,_. ______,Nakhon Phanom,17.273,104.654
4,601108,_. _________,Nong Nom Wua,6011,_. ______,Lat Yao,60,_. _________,Nakhon Sawan,15.777,99.866
4,900310,_. ______,Cha Nong,9003,_. ____,Chana,90,_. _____,Songkhla,7.006,100.670
4,450701,_. ___,Waeng,4507,_. ______,Phon Thong,45,_. ________,Roi Et,16.329,103.984
4,311504,_. _____,Sadao,3115,_. __________,Phlapphla Chai,31,_. _________,Buri Ram,14.722,103.168
4,670502,_. _________,Sa Pradu,6705,_. ___________,Wichian Buri,67,_. _________,Phetchabun,15.628,101.061
4,250111,_. __________,Dong Khi Lek,2501,_. _______________,Mueang Prachin Buri,25,_. __________,Prachin Buri,14.132,101.439
4,460606,_. ______________,Kut Sinkhum Mai,4606,_. _____,Khao Wong,46,_. _________,Kalasin,16.676,104.049
4,650605,_. ______,Ho Klong,6506,_. _________,Phrom Phiram,65,_. ________,Phitsanulok,16.985,100.251
4,300807,_. ________,Ban Praeng,3008,_. _________,Dan Khun Thot,30,_. __________,Nakhon Ratchasima,15.372,101.809
4,160307,_. _______,Sakae Rap,1603,_. ________,Khok Samrong,16,_. ______,Lop Buri,15.120,100.797
4,410301,_. ________,Mak Ya,4103,_. _________,Nong Wua So,41,_. ________,Udon Thani,17.238,102.628
4,600702,_. ______,Chong Khae,6007,_. _____,Takhli,60,_. _________,Nakhon Sawan,15.197,100.422
4,341114,_. ____,Pao,3411,_. ___________,Trakan Phuet Phon,34,_. ___________,Ubon Ratchathani,15.690,104.978
4,380701,_. _______,,3807,_. _______,Si Wilai,38,_. ______,Bueng Kan,18.225,103.732
4,802103,_. _____,Karo,8021,_. ______,Nopphitam,80,_. _____________,Nakhon Si Thammarat,8.666,99.827
4,340510,_. _________,Kaeng Nuea,3405,_. ______,Khemarat,34,_. ___________,Ubon Ratchathani,15.932,105.128
4,310308,_. ________,Ban Prue,3103,_. ______,Krasang,31,_. _________,Buri Ram,14.848,103.299
4,400905,_. _______,Huai Chot,4009,_. ______,Kranuan,40,_. _______,Khon Kaen,16.667,103.022
4,571605,_. ________,Pong Phrae,5716,_. ______,Mae Lao,57,_. ________,Chiang Rai,19.812,99.653
4,801405,_. _______,Plian,8014,_. ____,Sichon,80,_. _____________,Nakhon Si Thammarat,8.833,99.870
4,400601,_. ______,Si Chomphu,4006,_. ______,Si Chomphu,40,_. _______,Khon Kaen,16.841,102.156
4,461106,_. _________,Dong Sombun,4611,_. ________,Tha Khantho,46,_. _________,Kalasin,16.869,103.366
4,350201,_. _______,Sai Mun,3502,_. _______,Sai Mun,35,_. _____,Yasothon,15.956,104.224
4,900701,_. _____,Ra Not,9007,_. _____,Ranot,90,_. _____,Songkhla,7.728,100.267
4,210318,_. _______,Song Salueng,2103,_. ____,Klaeng,21,_. _____,Rayong,12.743,101.548
4,660204,_. _________,Nong Plong,6602,_. __________,Wang Sai Phun,66,_. ______,Phichit,16.339,100.504
4,471102,_. ______,Phon Phaeng,4711,_. __________,Akat Amnuai,47,_. ______,Sakon Nakhon,17.538,103.956
4,342204,_. _______,Kho Noi,3422,_. _____,Samrong,34,_. ___________,Ubon Ratchathani,14.922,104.812
4,920602,_. ____________,Nong Chang Laen,9206,_. _______,Huai Yot,92,_. ____,Trang,7.840,99.585
4,610509,_. ______,Dong Khwang,6105,_. ___________,Nong Khayang,61,_. _________,Uthai Thani,15.315,99.999
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.183,99.599
4,321010,_. _____,Sakat,3210,_. _____,Sangkha,32,_. ________,Surin,14.612,103.753
4,620704,_. _______,Non Phluang,6207,_. _________,Lan Krabue,62,_. _________,Kamphaeng Phet,16.560,99.857
4,360706,_. _________,Ko Manao,3607,_. ____________,Bamnet Narong,36,_. _______,Chaiyaphum,15.504,101.610
4,331901,_. _____,Siao,3319,_. _________,Benchalak,33,_. ________,Si Sa Ket,14.799,104.668
4,380207,_. ________,,3802,_. _______,Phon Charoen,38,_. ______,Bueng Kan,18.121,103.646
4,310903,_. _______,Ban Chan,3109,_. _______,Phutthaisong,31,_. _________,Buri Ram,15.507,102.983
4,950608,_. _____,Tha Thong,9506,_. _____,Raman,95,_. ____,Yala,6.565,101.458
4,421204,_. _________,Non Pa Sang,4212,_. _____,Pha  Khao,42,_. ___,Loei,17.102,102.052
4,350112,_. ________,Khueang Kham,3501,_. __________,Mueang Yasothon,35,_. _____,Yasothon,15.740,104.160
4,471105,_. _______,Tha Kon,4711,_. __________,Akat Amnuai,47,_. ______,Sakon Nakhon,17.759,103.961
4,312303,_. ________,Isan Khet,3123,_. _______________,Chaloem Phra Kiet,31,_. _________,Buri Ram,14.641,102.931
4,341905,_. _______,Sai Mun,3419,_. _____________,Phibun Mangsahan,34,_. ___________,Ubon Ratchathani,15.304,105.344
4,440610,_. _______,Nong Chik,4406,_. _____,Borabue,44,_. _________,Maha Sarakham,16.024,103.170
4,360301,_. _________,Khon Sawan,3603,_. _________,Khon Sawan,36,_. _______,Chaiyaphum,15.930,102.327
